Kommentar	Sort1	Sort2	ID des ersten Bildes	Titel	Serie	Veröffentlichungsjahr	Link zum aktuellen Bild 2021	ID des Werkes	Link zum Werk	Link zum ersten Bild (300 dpi, JPG)	Link zu Wikicommons Bild	Land	Kreis (heute)	Ortsname (heute)	Stadtteilname (heute)	Ortsname (damals)	guess_Burg3	guess_Burg2	guess_Schloss3	Motivbeschreibung	guess_Adresse5	geoJson	osm_details_URL	geo_coords	osm_Name	Link zu Google Maps	guess_Adresse4	guess_Adresse3	guess_AmOrt2	guess_Schloss	guess_Hof	guess_Museum	guess_Burg	guess_Bach	guess_Werk	guess_Gasse	guess_Markt	guess_turm	guess_Graben	guess_Weg	guess_Strasse3	guess_Strasse2	guess_Platz	Guess_Street	guess_Adresse	Text1	text2	text3	text4	text5	Titel_old	Weitere Internetadressen
	464	66	5798960	Aachen, Kirchenportal Pontstraße 7	3	1911		5722826	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722826	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798960	https://commons.wikimedia.org/wiki/File:5722826.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Kirchenportal Pontstraße 7	Pontstraße 7	"[{""place_id"":""6272284"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""node"",""osm_id"":""977480908"",""boundingbox"":[""50.7771411"",""50.7772411"",""6.0828904"",""6.0829904""],""lat"":""50.7771911"",""lon"":""6.0829404"",""display_name"":""7,9, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""place"",""type"":""house"",""importance"":0.221},{""place_id"":""52179490"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""83743186"",""boundingbox"":[""50.7768393"",""50.7771798"",""6.0825716"",""6.083139""],""lat"":""50.77701175"",""lon"":""6.08286111645396"",""display_name"":""Aula Carolina, 7, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""building"",""type"":""yes"",""importance"":0.221}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=N&osmid=977480908	50.7771911,6.0829404	7,9, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland		Pontstraße 7	Pontstraße 7													Pontstraße 7	Pontstraße 7		Pontstraße 7	Pontstraße 7	 Kirchenportal Pontstraße 7					Aachen, Kirchenportal Pontstraße 7	
	797	67	5951522	Aachen, Kunstgewerbemuseum, Pontstrasse 13	4	1915		5723505	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723505	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951522	https://commons.wikimedia.org/wiki/File:5723505.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Kunstgewerbemuseum, Pontstrasse 13	Pontstrasse 13	"[{""place_id"":""91815383"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""413961109"",""boundingbox"":[""50.7770885"",""50.777435"",""6.0823762"",""6.0828524""],""lat"":""50.7772518"",""lon"":""6.08270397145869"",""display_name"":""Internationales Zeitungsmuseum, 13, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""tourism"",""type"":""museum"",""importance"":0.111,""icon"":""http:\/\/h00432l\/nominatim\/images\/mapicons\/tourist_museum.p.20.png""},{""place_id"":""35195993"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""node"",""osm_id"":""3497243191"",""boundingbox"":[""50.7772091"",""50.7773091"",""6.0827076"",""6.0828076""],""lat"":""50.7772591"",""lon"":""6.0827576"",""display_name"":""3, 13, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""emergency"",""type"":""siren"",""importance"":0.111},{""place_id"":""6272287"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""node"",""osm_id"":""977480910"",""boundingbox"":[""50.7773112"",""50.7774112"",""6.0827232"",""6.0828232""],""lat"":""50.7773612"",""lon"":""6.0827732"",""display_name"":""13, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""place"",""type"":""house"",""importance"":0.111}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=413961109	50.7772518,6.08270397145869	Internationales Zeitungsmuseum, 13, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland		Pontstrasse 13	Pontstrasse 13				Kunstgewerbemuseum									Pontstrasse 13	Pontstrasse 13				 Kunstgewerbemuseum	 Pontstrasse 13				Aachen, Kunstgewerbemuseum, Pontstrasse 13	
	798	68	5951517	Aachen, Kunstgewerbemuseum, Pontstrasse 13, Innenhof	4	1915		5723506	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723506	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951517	https://commons.wikimedia.org/wiki/File:5723506.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Kunstgewerbemuseum, Pontstrasse 13	Pontstrasse 13	"[{""place_id"":""91815383"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""413961109"",""boundingbox"":[""50.7770885"",""50.777435"",""6.0823762"",""6.0828524""],""lat"":""50.7772518"",""lon"":""6.08270397145869"",""display_name"":""Internationales Zeitungsmuseum, 13, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""tourism"",""type"":""museum"",""importance"":0.111,""icon"":""http:\/\/h00432l\/nominatim\/images\/mapicons\/tourist_museum.p.20.png""},{""place_id"":""35195993"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""node"",""osm_id"":""3497243191"",""boundingbox"":[""50.7772091"",""50.7773091"",""6.0827076"",""6.0828076""],""lat"":""50.7772591"",""lon"":""6.0827576"",""display_name"":""3, 13, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""emergency"",""type"":""siren"",""importance"":0.111},{""place_id"":""6272287"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""node"",""osm_id"":""977480910"",""boundingbox"":[""50.7773112"",""50.7774112"",""6.0827232"",""6.0828232""],""lat"":""50.7773612"",""lon"":""6.0827732"",""display_name"":""13, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""place"",""type"":""house"",""importance"":0.111}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=413961109	50.7772518,6.08270397145869	Internationales Zeitungsmuseum, 13, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland		Pontstrasse 13	Pontstrasse 13				Kunstgewerbemuseum									Pontstrasse 13	Pontstrasse 13				 Kunstgewerbemuseum	 Pontstrasse 13				Aachen, Kunstgewerbemuseum, Pontstrasse 13	
	806	69	5958644	Aachen, Markt 34, Zum Kardinal, innerer Laden	4	1915		5723514	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723514	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958644	https://commons.wikimedia.org/wiki/File:5723514.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Markt 34, Zum Kardinal							1																			 Markt 34	 Zum Kardinal				Aachen, Markt 34, Zum Kardinal	
	453	70	5798930	Aachen, Markt 41, Kaufhaus A. Donhoff-Wildt	3	1911		5722815	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722815	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798930	https://commons.wikimedia.org/wiki/File:5722815.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Markt 41, Kaufhaus A. Donhoff-Wildt	Donhof	[]					Donhof				Donhof															 Markt 41	 Kaufhaus A. Donhoff-Wildt				Aachen, Markt 41, Kaufhaus A. Donhoff-Wildt	
	790	71	5951557	Aachen, Marktbrunnen vor dem Rathause	4	1915		5723498	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723498	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951557	https://commons.wikimedia.org/wiki/File:5723498.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Marktbrunnen vor dem Rathause							1																			 Marktbrunnen vor dem Rathause					Aachen, Marktbrunnen vor dem Rathause	
	802	72	5958664	Aachen, Marschiertor, Aussenansicht	4	1915		5723510	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723510	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958664	https://commons.wikimedia.org/wiki/File:5723510.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Marschiertor, Aussenansicht							1																			 Marschiertor	 Aussenansicht				Aachen, Marschiertor, Aussenansicht	
	441	73	5798850	Aachen, Mittelbau im Innenhof Seilgraben 34	3	1911		5722802	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722802	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798850	https://commons.wikimedia.org/wiki/File:5722802.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Mittelbau im Innenhof Seilgraben 34	Innenhof 	"[{""place_id"":""92197554"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""444623606"",""boundingbox"":[""50.7716365"",""50.7717521"",""6.0758867"",""6.0760635""],""lat"":""50.7716973"",""lon"":""6.075959625"",""display_name"":""Innenhof, 174, Jakobstraße, Hanbruch, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""30"",""category"":""place"",""type"":""house"",""importance"":0.221}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=444623606	50.7716973,6.075959625	Innenhof, 174, Jakobstraße, Hanbruch, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland		Innenhof 				Innenhof 								Seilgraben 34							 Mittelbau im Innenhof Seilgraben 34					Aachen, Mittelbau im Innenhof Seilgraben 34	
	445	74	5798830	Aachen, mittlerer Giebelbau im Innenhof Kleinkölnstraße 18	3	1911		5722806	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722806	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798830	https://commons.wikimedia.org/wiki/File:5722806.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				mittlerer Giebelbau im Innenhof Kleinkölnstraße 18	Kleinkölnstraße 18	"[{""place_id"":""35956146"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""node"",""osm_id"":""3874107162"",""boundingbox"":[""50.7767327"",""50.7768327"",""6.0862351"",""6.0863351""],""lat"":""50.7767827"",""lon"":""6.0862851"",""display_name"":""Sozialkaufhaus Bandbreite, 18, Kleinkölnstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""shop"",""type"":""department_store"",""importance"":0.221},{""place_id"":""52952335"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""77517653"",""boundingbox"":[""50.7766207"",""50.7770517"",""6.0858562"",""6.0865139""],""lat"":""50.77682575"",""lon"":""6.08635728530833"",""display_name"":""Londoner Hof, 18, Kleinkölnstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""building"",""type"":""yes"",""importance"":0.221}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=N&osmid=3874107162	50.7767827,6.0862851	Sozialkaufhaus Bandbreite, 18, Kleinkölnstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland		Kleinkölnstraße 18	Kleinkölnstraße 18			Innenhof 										Kleinkölnstraße 18	Kleinkölnstraße 18		Kleinkölnstraße 18	Kleinkölnstraße 18	 mittlerer Giebelbau im Innenhof Kleinkölnstraße 18					Aachen, mittlerer Giebelbau im Innenhof Kleinkölnstraße 18	
	819	75	5959237	Aachen, Neubad am Büchel	4	1915		5723639	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723639	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5959237	https://commons.wikimedia.org/wiki/File:5723639.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Neubad am Büchel							1																			 Neubad am Büchel					Aachen, Neubad am Büchel	
	787	76	5951572	Aachen, Pavillon auf dem Lousberge, Aussenansicht der Tür	4	1915		5723495	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723495	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951572	https://commons.wikimedia.org/wiki/File:5723495.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Pavillon auf dem Lousberge, Aussenansicht der Tür							1																			 Pavillon auf dem Lousberge	 Aussenansicht der Tür				Aachen, Pavillon auf dem Lousberge, Aussenansicht der Tür	
	783	77	5951442	Aachen, Pavillon auf dem Lousberge, Gesammtansicht	4	1915		5723491	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723491	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951442	https://commons.wikimedia.org/wiki/File:5723491.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Pavillon auf dem Lousberge, Gesammtansicht							1																			 Pavillon auf dem Lousberge	 Gesammtansicht				Aachen, Pavillon auf dem Lousberge, Gesammtansicht	
	788	78	5951567	Aachen, Pavillon auf dem Lousberge, Gitter	4	1915		5723496	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723496	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951567	https://commons.wikimedia.org/wiki/File:5723496.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Pavillon auf dem Lousberge, Gitter							1																			 Pavillon auf dem Lousberge	 Gitter				Aachen, Pavillon auf dem Lousberge, Gitter	
	784	79	5951437	Aachen, Pavillon auf dem Lousberge, kleiner Saal	4	1915		5723492	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723492	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951437	https://commons.wikimedia.org/wiki/File:5723492.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Pavillon auf dem Lousberge, kleiner Saal							1																			 Pavillon auf dem Lousberge	 kleiner Saal				Aachen, Pavillon auf dem Lousberge, kleiner Saal	
	786	80	5951577	Aachen, Pavillon auf dem Lousberge, kleiner Saal, Kamin allein	4	1915		5723494	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723494	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951577	https://commons.wikimedia.org/wiki/File:5723494.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Pavillon auf dem Lousberge, kleiner Saal							1																			 Pavillon auf dem Lousberge	 kleiner Saal				Aachen, Pavillon auf dem Lousberge, kleiner Saal	
	785	81	5951582	Aachen, Pavillon auf dem Lousberge, kleiner Saal, Kaminwand	4	1915		5723493	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723493	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951582	https://commons.wikimedia.org/wiki/File:5723493.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Pavillon auf dem Lousberge, kleiner Saal, Haustür							1																			 Pavillon auf dem Lousberge	 kleiner Saal	 Haustür			Aachen, Pavillon auf dem Lousberge, kleiner Saal, Haustür	
	807	82	5958639	Aachen, Pavillon im Garten von Nüllen's Hôtel	4	1915		5723515	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723515	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958639	https://commons.wikimedia.org/wiki/File:5723515.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Pavillon im Garten von Nüllen's Hôtel							1																			 Pavillon im Garten von Nüllen's Hôtel					Aachen, Pavillon im Garten von Nüllen's Hôtel	
	826	83	5958794	Aachen, Peterstrasse 47 - 49	4	1915		5723646	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723646	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958794	https://commons.wikimedia.org/wiki/File:5723646.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Peterstrasse 47 - 49	Peterstrasse 47 	"[{""place_id"":""86318914"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""344788951"",""boundingbox"":[""50.9030831"",""50.9031951"",""6.1823296"",""6.1824918""],""lat"":""50.9031319"",""lon"":""6.18242621849711"",""display_name"":""47, Peterstraße, Baesweiler, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52499, Deutschland"",""place_rank"":""30"",""category"":""building"",""type"":""yes"",""importance"":0.101}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=344788951	50.9031319,6.18242621849711	47, Peterstraße, Baesweiler, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52499, Deutschland		Peterstrasse 47 	Peterstrasse 47 													Peterstrasse 47 	Peterstrasse 47 				 Peterstrasse 47 - 49					Aachen, Peterstrasse 47 - 49	
	822	84	5958724	Aachen, Pontriesch 16	4	1915		5723642	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723642	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958724	https://commons.wikimedia.org/wiki/File:5723642.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Pontriesch 16							1																			 Pontriesch 16					Aachen, Pontriesch 16	
	821	85	5958729	Aachen, Pontstrasse 148	4	1915		5723641	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723641	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958729	https://commons.wikimedia.org/wiki/File:5723641.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Pontstrasse 148	Pontstrasse 148	"[{""place_id"":""51737727"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""79513978"",""boundingbox"":[""50.7805655"",""50.7809191"",""6.0800834"",""6.080545""],""lat"":""50.7807701"",""lon"":""6.08034338965579"",""display_name"":""Gemeindebüro Hl. Kreuz, 148, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""amenity"",""type"":""community_centre"",""importance"":0.111}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=79513978	50.7807701,6.08034338965579	Gemeindebüro Hl. Kreuz, 148, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland		Pontstrasse 148	Pontstrasse 148													Pontstrasse 148	Pontstrasse 148				 Pontstrasse 148					Aachen, Pontstrasse 148	
	820	86	5958734	Aachen, Pontstrasse 53	4	1915		5723640	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723640	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958734	https://commons.wikimedia.org/wiki/File:5723640.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Pontstrasse 53	Pontstrasse 53	"[{""place_id"":""56759159"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""118023268"",""boundingbox"":[""50.7784665"",""50.7786527"",""6.0810215"",""6.081324""],""lat"":""50.7785619"",""lon"":""6.08117367586085"",""display_name"":""Ehemaliges Kolpinghaus, 51,53, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""building"",""type"":""yes"",""importance"":0.111}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=118023268	50.7785619,6.08117367586085	Ehemaliges Kolpinghaus, 51,53, Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland		Pontstrasse 53	Pontstrasse 53													Pontstrasse 53	Pontstrasse 53				 Pontstrasse 53					Aachen, Pontstrasse 53	
	801	87	5958669	Aachen, Ponttor, Aussenansicht	4	1915		5723509	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723509	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958669	https://commons.wikimedia.org/wiki/File:5723509.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Ponttor, Aussenansicht							1																			 Ponttor	 Aussenansicht				Aachen, Ponttor, Aussenansicht	
	800	88	5958623	Aachen, Ponttor, Seitenansicht	4	1915		5723508	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723508	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958623	https://commons.wikimedia.org/wiki/File:5723508.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Ponttor, Seitenansicht							1																			 Ponttor	 Seitenansicht				Aachen, Ponttor, Seitenansicht	
	450	89	5798875	Aachen, Portal des Hauses Peterstr. 44 - 46, an der Kurhausstr.	3	1911		5722812	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722812	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798875	https://commons.wikimedia.org/wiki/File:5722812.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Portal des Hauses Peterstr. 44 - 46, an der Kurhausstr.	Peterstr. 44 	"[{""place_id"":""4620544"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""node"",""osm_id"":""858881989"",""boundingbox"":[""50.7764817"",""50.7765817"",""6.090258"",""6.090358""],""lat"":""50.7765317"",""lon"":""6.090308"",""display_name"":""Löwenplay Casino, 44,46, Peterstraße, Kaiserplatz, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""amenity"",""type"":""gambling"",""importance"":0.211},{""place_id"":""17278542"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""node"",""osm_id"":""2622333071"",""boundingbox"":[""50.7763608"",""50.7764608"",""6.0901826"",""6.0902826""],""lat"":""50.7764108"",""lon"":""6.0902326"",""display_name"":""Inferno, 44,46, Peterstraße, Kaiserplatz, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""shop"",""type"":""variety_store"",""importance"":0.211},{""place_id"":""4398309"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""node"",""osm_id"":""812337247"",""boundingbox"":[""50.7764395"",""50.7765395"",""6.0901812"",""6.0902812""],""lat"":""50.7764895"",""lon"":""6.0902312"",""display_name"":""Day2Day, 44,46, Peterstraße, Kaiserplatz, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""shop"",""type"":""kiosk"",""importance"":0.211},{""place_id"":""53109478"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""79501971"",""boundingbox"":[""50.7762774"",""50.7765905"",""6.090025"",""6.0905608""],""lat"":""50.77639535"",""lon"":""6.09029786899588"",""display_name"":""44,46, Peterstraße, Kaiserplatz, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""building"",""type"":""yes"",""importance"":0.211}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=N&osmid=858881989	50.7765317,6.090308	Löwenplay Casino, 44,46, Peterstraße, Kaiserplatz, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland		Peterstr. 44 	Peterstr. 44 													Peterstr. 44 	Peterstr. 44 				 Portal des Hauses Peterstr. 44 - 46	 an der Kurhausstr.				Aachen, Portal des Hauses Peterstr. 44 - 46, an der Kurhausstr.	
	439	90	5798860	Aachen, Portal mit Seitengebäuden Seilgraben 34	3	1911		5722800	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722800	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798860	https://commons.wikimedia.org/wiki/File:5722800.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Portal mit Seitengebäuden Seilgraben 34							1												Seilgraben 34							 Portal mit Seitengebäuden Seilgraben 34					Aachen, Portal mit Seitengebäuden Seilgraben 34	
	446	91	5798895	Aachen, Portal zum St. Dominikus, Jacobstraße 58, 1577	3	1911		5722807	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722807	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798895	https://commons.wikimedia.org/wiki/File:5722807.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Portal zum St. Dominikus, Jacobstraße 58	Jacobstraße 58	[]					Jacobstraße 58	Jacobstraße 58													Jacobstraße 58	Jacobstraße 58		Jacobstraße 58	Jacobstraße 58	 Portal zum St. Dominikus	 Jacobstraße 58				Aachen, Portal zum St. Dominikus, Jacobstraße 58	
